EmployeeID,Date,CheckInTime,CheckOutTime
11,2030-03-16,03:15:52,17:56:35
11,2030-03-17,20:06:51,08:00:48
11,2030-03-18,18:17:36,08:12:19
11,2030-03-19,05:26:25,12:00:35
11,2030-03-20,23:32:48,01:49:48
11,2030-03-21,23:38:48,17:26:55
11,2030-03-22,18:40:20,00:53:16
11,2030-03-23,08:02:56,04:57:40
11,2030-03-24,06:23:50,02:28:03
11,2030-03-25,09:18:53,09:27:06
11,2030-03-26,18:13:19,00:46:29
11,2030-03-27,00:25:55,02:05:02
11,2030-03-28,05:54:36,06:12:05
11,2030-03-29,14:00:13,14:27:45
11,2030-03-30,12:53:19,13:20:48
11,2030-03-31,22:39:34,18:38:16
11,2030-04-01,15:37:55,20:27:45
11,2030-04-02,20:40:34,07:39:45
11,2030-04-03,11:39:06,14:05:40
11,2030-04-04,11:56:51,14:04:04
11,2030-04-05,07:10:06,23:54:33
11,2030-04-06,10:21:28,19:51:12
11,2030-04-07,18:46:42,08:43:44
11,2030-04-08,17:29:16,15:53:03
11,2030-04-09,12:30:45,01:51:20
11,2030-04-10,18:54:43,13:16:30
11,2030-04-11,23:21:58,12:21:23
11,2030-04-12,17:40:09,13:50:37
11,2030-04-13,00:51:54,06:31:05
11,2030-04-14,03:41:29,10:40:03
11,2030-04-15,06:10:11,08:13:08
11,2030-04-16,15:10:23,02:24:51
11,2030-04-17,01:33:46,19:45:14
11,2030-04-18,10:02:25,21:47:19
11,2030-04-19,20:46:07,16:12:49
11,2030-04-20,03:21:32,02:06:06
11,2030-04-21,00:57:38,21:03:50
11,2030-04-22,10:42:10,09:50:35
11,2030-04-23,00:56:03,12:29:12
11,2030-04-24,19:51:34,12:48:57
11,2030-04-25,01:58:53,19:06:33
11,2030-04-26,17:34:40,16:01:43
11,2030-04-27,05:47:30,08:27:54
11,2030-04-28,10:33:51,10:33:25
11,2030-04-29,00:56:46,05:38:17
11,2030-04-30,18:22:18,04:34:12
11,2030-05-01,20:06:10,21:00:41
11,2030-05-02,16:18:55,13:37:49
11,2030-05-03,03:19:14,20:23:44
11,2030-05-04,20:22:31,17:01:44
11,2030-05-05,16:24:24,01:52:23
11,2030-05-06,09:36:13,07:05:40
11,2030-05-07,18:48:11,07:46:33
11,2030-05-08,02:17:33,11:29:59
11,2030-05-09,03:11:45,02:30:22
11,2030-05-10,03:03:08,08:11:49
11,2030-05-11,06:49:12,11:36:36
11,2030-05-12,18:42:19,05:57:48
11,2030-05-13,09:13:34,03:50:06
11,2030-05-14,17:20:54,19:40:46
11,2030-05-15,21:49:33,07:49:07
11,2030-05-16,16:13:17,17:03:50
11,2030-05-17,16:00:45,09:23:03
11,2030-05-18,10:23:59,06:46:12
11,2030-05-19,14:30:23,21:46:26
11,2030-05-20,20:15:23,06:00:33
11,2030-05-21,19:34:16,11:35:34
11,2030-05-22,21:14:49,14:37:17
11,2030-05-23,10:53:34,08:10:16
11,2030-05-24,10:33:40,21:03:22
11,2030-05-25,01:02:21,19:10:38
11,2030-05-26,06:25:34,06:04:18
11,2030-05-27,11:29:41,04:26:24
11,2030-05-28,11:41:34,05:26:01
11,2030-05-29,18:16:38,08:23:33
11,2030-05-30,14:13:21,02:43:27
11,2030-05-31,15:38:53,03:29:30
11,2030-06-01,03:30:11,00:47:25
11,2030-06-02,14:25:54,12:10:21
11,2030-06-03,14:18:35,10:24:06
11,2030-06-04,21:11:53,23:17:14
11,2030-06-05,20:06:43,06:43:53
11,2030-06-06,18:01:33,02:02:00
11,2030-06-07,04:36:24,19:10:52
11,2030-06-08,18:52:09,11:32:48
11,2030-06-09,12:27:47,11:54:15
11,2030-06-10,01:01:54,06:45:11
11,2030-06-11,16:00:46,07:42:14
11,2030-06-12,16:25:05,19:07:53
11,2030-06-13,15:15:32,06:31:26
11,2030-06-14,18:15:23,18:28:37
11,2030-06-15,02:31:30,03:26:41
11,2030-06-16,20:17:05,05:40:12
11,2030-06-17,16:47:57,10:24:03
11,2030-06-18,01:46:05,14:14:47
11,2030-06-19,14:19:55,06:22:29
11,2030-06-20,14:26:20,14:00:47
11,2030-06-21,10:39:57,14:27:05
11,2030-06-22,09:06:04,10:33:01
11,2030-06-23,12:12:47,23:02:57
11,2030-06-24,05:07:56,23:01:43
11,2030-06-25,01:14:35,21:47:02
11,2030-06-26,12:30:52,09:51:26
11,2030-06-27,11:12:57,18:01:07
11,2030-06-28,04:07:49,19:23:06
11,2030-06-29,04:56:10,19:19:02
11,2030-06-30,14:40:19,23:08:58
11,2030-07-01,06:08:07,11:57:29
11,2030-07-02,03:02:49,20:46:10
11,2030-07-03,21:09:59,15:35:56
11,2030-07-04,19:51:54,22:22:42
11,2030-07-05,06:23:42,23:54:00
11,2030-07-06,06:21:24,01:36:11
11,2030-07-07,08:25:12,14:15:50
11,2030-07-08,05:36:37,19:28:48
11,2030-07-09,10:44:18,08:06:46
11,2030-07-10,20:25:37,08:31:14
11,2030-07-11,23:49:21,09:06:18
11,2030-07-12,10:24:51,01:39:11
11,2030-07-13,22:53:16,07:11:42
11,2030-07-14,02:21:57,21:37:41
11,2030-07-15,07:37:56,23:25:34
11,2030-07-16,15:09:47,14:06:45
11,2030-07-17,21:17:11,12:25:28
11,2030-07-18,08:41:40,19:32:25
11,2030-07-19,05:52:19,11:32:39
11,2030-07-20,15:09:55,12:18:30
11,2030-07-21,23:38:42,08:30:38
11,2030-07-22,16:08:38,08:22:38
11,2030-07-23,09:03:06,12:28:03
11,2030-07-24,21:29:45,20:28:55
11,2030-07-25,05:30:49,10:38:17
11,2030-07-26,22:17:01,00:56:45
11,2030-07-27,11:04:51,19:43:51
11,2030-07-28,20:17:25,08:37:20
11,2030-07-29,08:44:15,22:47:29
11,2030-07-30,09:47:35,08:26:27
11,2030-07-31,02:56:21,09:18:05
11,2030-08-01,15:49:48,09:17:54
11,2030-08-02,13:08:40,15:09:09
11,2030-08-03,05:14:13,01:16:34
11,2030-08-04,09:05:01,16:31:28
11,2030-08-05,10:23:31,15:31:20
11,2030-08-06,16:03:20,04:03:12
11,2030-08-07,13:22:32,21:43:14
11,2030-08-08,19:43:58,17:38:48
11,2030-08-09,19:22:01,15:56:13
11,2030-08-10,19:54:49,06:31:44
11,2030-08-11,08:53:10,06:41:30
11,2030-08-12,04:00:20,07:23:52
11,2030-08-13,21:30:49,05:03:30
11,2030-08-14,10:31:32,13:13:16
11,2030-08-15,04:12:31,05:00:59
11,2030-08-16,17:01:35,06:03:48
11,2030-08-17,01:44:20,10:03:12
11,2030-08-18,19:33:51,08:04:11
11,2030-08-19,18:05:47,12:44:32
11,2030-08-20,21:59:32,04:09:36
11,2030-08-21,07:29:19,15:04:15
11,2030-08-22,04:08:34,02:30:21
11,2030-08-23,20:41:36,16:14:33
11,2030-08-24,12:40:46,16:51:04
12,2030-08-25,05:48:28,18:42:27
12,2030-08-26,01:57:23,00:35:04
12,2030-08-27,01:38:08,22:32:10
12,2030-08-28,08:38:03,00:40:16
12,2030-08-29,08:34:25,03:57:10
12,2030-08-30,19:41:11,12:32:16
12,2030-08-31,19:53:27,09:00:38
12,2030-09-01,00:37:17,20:31:34
12,2030-09-02,08:20:24,05:23:17
12,2030-09-03,10:33:26,17:30:28
12,2030-09-04,04:33:59,13:07:37
12,2030-09-05,07:24:25,00:19:57
12,2030-09-06,16:58:36,01:38:51
12,2030-09-07,21:31:49,02:50:08
12,2030-09-08,18:37:37,04:57:20
12,2030-09-09,05:54:23,10:19:21
12,2030-09-10,20:44:38,07:27:13
12,2030-09-11,14:02:48,18:11:09
12,2030-09-12,15:47:46,08:28:32
12,2030-09-13,08:18:45,00:18:56
12,2030-09-14,16:57:11,21:38:03
12,2030-09-15,16:59:43,05:15:00
12,2030-09-16,05:54:09,04:57:46
12,2030-09-17,13:12:31,12:38:35
12,2030-09-18,00:24:09,14:43:24
12,2030-09-19,06:33:39,19:14:03
12,2030-09-20,14:47:12,08:25:59
12,2030-09-21,17:13:39,21:03:24
12,2030-09-22,23:41:28,20:40:56
12,2030-09-23,04:46:04,19:58:13
12,2030-09-24,23:53:49,12:17:50
12,2030-09-25,00:22:34,03:53:29
12,2030-09-26,07:17:26,04:10:53
12,2030-09-27,01:52:47,09:29:52
12,2030-09-28,21:15:01,06:05:41
12,2030-09-29,22:51:20,17:33:09
12,2030-09-30,00:35:30,18:25:12
12,2030-10-01,22:35:47,02:05:42
12,2030-10-02,15:05:49,22:16:17
12,2030-10-03,09:18:59,00:38:45
12,2030-10-04,18:59:26,05:40:06
12,2030-10-05,01:01:10,21:44:09
12,2030-10-06,17:02:30,09:33:03
12,2030-10-07,09:21:01,19:54:49
12,2030-10-08,01:23:05,23:31:44
12,2030-10-09,17:58:42,09:29:44
12,2030-10-10,03:49:06,17:39:52
12,2030-10-11,12:19:16,17:43:25
12,2030-10-12,22:54:53,06:28:11
12,2030-10-13,13:02:13,16:44:28
12,2030-10-14,00:03:02,17:45:28
12,2030-10-15,10:23:22,11:00:46
12,2030-10-16,02:52:14,00:01:09
12,2030-10-17,05:49:52,07:24:49
12,2030-10-18,22:51:39,23:44:26
12,2030-10-19,02:50:36,16:28:04
12,2030-10-20,02:47:52,13:27:50
12,2030-10-21,07:22:57,03:39:18
12,2030-10-22,19:51:15,03:58:20
12,2030-10-23,11:00:38,04:04:07
12,2030-10-24,04:48:33,02:59:57
12,2030-10-25,03:12:01,15:34:47
12,2030-10-26,01:31:06,23:49:25
12,2030-10-27,19:55:42,00:00:05
12,2030-10-28,16:42:59,18:07:41
12,2030-10-29,04:36:03,02:08:01
12,2030-10-30,23:12:14,06:31:03
12,2030-10-31,04:37:40,00:54:52
12,2030-11-01,13:57:03,09:28:01
12,2030-11-02,15:04:34,11:53:54
12,2030-11-03,04:14:55,11:12:04
12,2030-11-04,23:02:45,19:27:42
12,2030-11-05,22:49:41,10:32:55
12,2030-11-06,15:31:13,22:21:07
12,2030-11-07,16:49:07,21:34:25
12,2030-11-08,23:34:46,16:10:29
12,2030-11-09,20:57:40,16:42:06
12,2030-11-10,13:48:22,16:39:21
12,2030-11-11,05:06:26,13:26:14
12,2030-11-12,19:48:09,11:12:18
12,2030-11-13,20:55:42,04:30:20
12,2030-11-14,22:09:50,10:33:10
12,2030-11-15,14:23:54,21:55:52
12,2030-11-16,20:06:47,01:01:04
12,2030-11-17,22:21:12,19:28:29
12,2030-11-18,22:08:54,11:44:46
12,2030-11-19,18:52:14,03:08:26
12,2030-11-20,20:21:06,13:31:14
12,2030-11-21,03:30:09,00:20:15
12,2030-11-22,06:36:21,11:27:39
12,2030-11-23,14:08:14,11:23:16
12,2030-11-24,21:26:21,21:02:49
12,2030-11-25,03:45:10,04:32:00
12,2030-11-26,03:53:27,21:29:29
12,2030-11-27,06:43:53,08:10:29
12,2030-11-28,10:32:32,10:07:10
12,2030-11-29,12:10:52,01:50:31
12,2030-11-30,07:59:43,09:09:29
12,2030-12-01,18:49:16,20:47:24
12,2030-12-02,15:42:34,05:53:35
12,2030-12-03,14:24:12,12:37:14
12,2030-12-04,21:53:07,13:14:05
12,2030-12-05,22:06:33,19:47:06
12,2030-12-06,10:32:31,23:35:35
12,2030-12-07,11:54:02,08:47:29
12,2030-12-08,21:44:08,13:16:23
12,2030-12-09,01:35:38,06:14:45
12,2030-12-10,02:04:56,13:22:40
12,2030-12-11,00:31:44,02:59:01
12,2030-12-12,18:51:02,10:41:42
12,2030-12-13,08:13:36,14:19:53
12,2030-12-14,10:05:04,17:06:13
12,2030-12-15,06:34:14,07:30:15
12,2030-12-16,09:42:37,18:09:35
12,2030-12-17,03:10:44,15:12:25
12,2030-12-18,08:12:46,08:47:05
12,2030-12-19,02:58:28,23:07:24
12,2030-12-20,23:22:35,07:05:52
12,2030-12-21,00:40:21,09:39:46
12,2030-12-22,08:10:23,05:24:14
12,2030-12-23,21:56:09,08:50:44
12,2030-12-24,22:30:42,21:57:31
12,2030-12-25,10:49:15,15:31:52
12,2030-12-26,23:24:01,02:41:08
12,2030-12-27,07:46:34,05:21:41
12,2030-12-28,09:25:44,10:41:21
12,2030-12-29,08:52:21,01:31:13
12,2030-12-30,03:24:08,19:41:19
12,2030-12-31,05:20:46,06:47:15
12,2031-01-01,20:55:04,22:12:15
12,2031-01-02,10:16:38,00:59:13
12,2031-01-03,06:39:05,12:34:57
12,2031-01-04,15:22:30,13:51:16
12,2031-01-05,08:02:39,08:20:07
12,2031-01-06,04:09:21,08:00:51
12,2031-01-07,12:03:42,05:50:43
12,2031-01-08,16:48:07,23:55:05
12,2031-01-09,13:24:23,04:26:33
12,2031-01-10,18:47:22,06:53:31
12,2031-01-11,11:53:48,17:22:43
12,2031-01-12,09:35:26,20:02:12
12,2031-01-13,07:10:58,13:12:58
12,2031-01-14,13:38:28,06:50:10
12,2031-01-15,05:03:28,14:42:51
12,2031-01-16,02:33:40,20:07:24
12,2031-01-17,00:24:49,18:23:54
12,2031-01-18,19:18:40,00:19:45
12,2031-01-19,20:27:36,16:25:19
12,2031-01-20,02:20:28,19:01:43
12,2031-01-21,06:55:15,10:23:46
12,2031-01-22,13:39:38,09:51:53
12,2031-01-23,05:44:08,05:40:55
12,2031-01-24,17:29:14,14:24:49
12,2031-01-25,13:49:17,14:54:08
12,2031-01-26,10:29:19,08:54:22
12,2031-01-27,20:14:58,20:01:56
12,2031-01-28,02:59:56,18:05:11
12,2031-01-29,22:36:13,09:10:49
12,2031-01-30,05:08:32,12:35:20
12,2031-01-31,19:15:00,21:55:07
12,2031-02-01,15:40:25,05:05:07
12,2031-02-02,11:25:34,08:54:48
12,2031-02-03,14:27:09,03:22:53
12,2031-02-04,09:05:03,02:11:28
12,2031-02-05,12:04:50,11:38:45
12,2031-02-06,14:49:48,22:38:25
12,2031-02-07,23:16:40,10:29:43
12,2031-02-08,14:21:24,08:28:25
12,2031-02-09,16:35:47,17:12:07
12,2031-02-10,18:12:31,05:43:19
12,2031-02-11,12:00:55,08:25:51
12,2031-02-12,00:11:24,00:08:18
12,2031-02-13,11:48:42,23:36:48
12,2031-02-14,04:40:06,09:22:08
12,2031-02-15,17:27:49,01:20:22
12,2031-02-16,12:09:42,04:08:06
12,2031-02-17,18:05:23,12:05:10
12,2031-02-18,06:36:19,08:16:31
12,2031-02-19,10:11:44,22:23:17
12,2031-02-20,23:22:48,23:38:55
12,2031-02-21,12:21:56,11:20:49
12,2031-02-22,12:58:34,15:45:13
12,2031-02-23,12:46:55,19:17:59
12,2031-02-24,02:00:09,16:54:50
12,2031-02-25,21:27:35,12:57:34
12,2031-02-26,05:52:36,05:02:13
12,2031-02-27,15:47:49,02:06:19
12,2031-02-28,18:50:30,06:55:04
12,2031-03-01,00:50:45,08:18:12
12,2031-03-02,01:34:07,07:40:26
12,2031-03-03,17:21:35,02:42:11
12,2031-03-04,08:55:35,11:45:59
12,2031-03-05,20:45:04,20:12:27
12,2031-03-06,22:42:09,19:11:16
12,2031-03-07,07:33:34,10:15:45
12,2031-03-08,12:51:23,15:06:15
12,2031-03-09,04:20:20,12:08:44
12,2031-03-10,02:19:44,17:47:55
12,2031-03-11,04:27:39,21:17:28
12,2031-03-12,13:30:53,18:13:10
12,2031-03-13,00:13:46,09:30:46
12,2031-03-14,22:59:38,21:42:54
12,2031-03-15,23:05:18,21:19:13
12,2031-03-16,17:58:21,05:17:46
12,2031-03-17,19:35:45,06:10:19
12,2031-03-18,16:12:22,13:16:12
12,2031-03-19,17:51:40,08:17:55
13,2031-03-20,13:59:27,18:56:54
13,2031-03-21,01:59:43,19:08:12
13,2031-03-22,05:43:06,12:46:44
13,2031-03-23,05:28:05,01:00:48
13,2031-03-24,23:23:03,10:31:29
13,2031-03-25,01:49:28,04:11:43
13,2031-03-26,06:24:07,18:03:26
13,2031-03-27,16:29:07,00:10:03
13,2031-03-28,03:25:55,09:33:20
13,2031-03-29,11:15:17,08:37:17
13,2031-03-30,13:12:19,08:57:29
13,2031-03-31,06:24:00,02:43:01
13,2031-04-01,01:12:25,00:43:59
13,2031-04-02,21:36:28,12:07:46
13,2031-04-03,14:09:58,08:02:48
13,2031-04-04,17:41:19,14:18:01
13,2031-04-05,08:41:10,01:05:08
13,2031-04-06,15:56:39,09:47:11
13,2031-04-07,06:51:16,00:30:28
13,2031-04-08,05:52:45,20:06:31
13,2031-04-09,05:19:47,12:40:29
13,2031-04-10,17:29:54,13:04:15
13,2031-04-11,17:01:40,09:15:37
13,2031-04-12,02:03:04,22:32:30
13,2031-04-13,08:57:28,21:04:17
13,2031-04-14,13:12:11,19:12:53
13,2031-04-15,05:45:34,16:35:50
13,2031-04-16,02:13:51,11:31:28
13,2031-04-17,16:25:40,15:19:29
13,2031-04-18,17:59:24,07:52:17
13,2031-04-19,03:32:46,20:22:22
13,2031-04-20,17:14:28,02:05:46
13,2031-04-21,01:56:19,15:38:44
13,2031-04-22,21:32:38,02:41:29
13,2031-04-23,06:28:30,14:18:12
13,2031-04-24,07:50:27,13:25:17
13,2031-04-25,21:46:44,17:11:12
13,2031-04-26,06:52:18,13:51:36
13,2031-04-27,12:29:09,00:56:04
13,2031-04-28,20:40:53,23:31:19
13,2031-04-29,04:10:54,00:37:04
13,2031-04-30,22:51:20,12:06:40
13,2031-05-01,05:57:41,02:43:57
13,2031-05-02,22:23:02,19:30:25
13,2031-05-03,18:07:01,13:47:29
13,2031-05-04,22:37:45,20:46:12
13,2031-05-05,15:58:09,14:05:57
13,2031-05-06,17:35:51,19:59:13
13,2031-05-07,19:57:53,05:30:01
13,2031-05-08,09:47:35,02:32:37
13,2031-05-09,10:22:51,00:56:21
13,2031-05-10,00:06:59,08:19:17
13,2031-05-11,14:10:50,04:46:35
13,2031-05-12,10:40:52,13:34:51
13,2031-05-13,20:45:33,03:28:01
13,2031-05-14,19:26:54,19:21:39
13,2031-05-15,09:56:14,13:48:47
13,2031-05-16,08:33:39,04:53:07
13,2031-05-17,22:56:17,10:00:17
13,2031-05-18,07:11:33,00:44:38
13,2031-05-19,01:14:34,14:29:51
13,2031-05-20,08:52:39,05:37:38
13,2031-05-21,23:25:00,18:00:36
13,2031-05-22,15:52:59,12:07:13
13,2031-05-23,05:25:19,17:36:12
13,2031-05-24,21:31:19,01:45:56
13,2031-05-25,02:49:52,06:37:34
13,2031-05-26,04:43:58,03:01:40
13,2031-05-27,14:52:30,21:06:24
13,2031-05-28,21:45:13,13:04:31
13,2031-05-29,08:37:17,12:12:11
13,2031-05-30,14:31:23,17:54:05
13,2031-05-31,01:04:03,07:17:36
13,2031-06-01,11:51:09,16:35:43
13,2031-06-02,23:33:16,06:04:46
13,2031-06-03,01:42:52,13:11:43
13,2031-06-04,01:33:13,19:37:39
13,2031-06-05,03:12:56,06:01:02
13,2031-06-06,16:41:22,07:25:10
13,2031-06-07,09:35:33,13:51:54
13,2031-06-08,13:13:05,17:48:36
13,2031-06-09,09:33:27,15:25:49
13,2031-06-10,21:28:20,20:09:25
13,2031-06-11,17:30:48,20:35:00
13,2031-06-12,15:34:00,16:51:38
13,2031-06-13,17:14:04,01:48:27
13,2031-06-14,15:45:49,21:01:14
13,2031-06-15,07:41:37,00:43:58
13,2031-06-16,16:04:14,18:51:48
13,2031-06-17,23:37:19,10:49:43
13,2031-06-18,19:40:27,07:04:35
13,2031-06-19,04:08:57,13:32:09
13,2031-06-20,19:28:19,01:59:19
13,2031-06-21,00:26:38,21:35:40
13,2031-06-22,11:18:19,22:42:24
13,2031-06-23,03:43:07,12:13:35
13,2031-06-24,22:26:44,05:59:35
13,2031-06-25,15:07:26,15:51:52
13,2031-06-26,17:43:02,04:32:51
13,2031-06-27,08:43:19,17:05:07
13,2031-06-28,22:03:35,21:31:02
13,2031-06-29,23:36:11,06:14:48
13,2031-06-30,08:50:33,20:02:49
13,2031-07-01,19:25:01,05:09:41
13,2031-07-02,07:54:47,14:00:06
13,2031-07-03,18:50:07,14:07:38
13,2031-07-04,07:20:14,09:34:16
13,2031-07-05,17:46:08,21:55:38
13,2031-07-06,15:58:56,18:17:02
13,2031-07-07,08:48:41,00:49:27
13,2031-07-08,18:55:37,21:36:43
13,2031-07-09,21:12:18,12:09:29
13,2031-07-10,18:47:41,15:13:50
13,2031-07-11,16:12:27,10:32:38
13,2031-07-12,16:28:04,19:09:35
13,2031-07-13,13:13:04,23:32:10
13,2031-07-14,10:27:33,23:24:45
13,2031-07-15,03:27:28,09:27:59
13,2031-07-16,03:38:16,22:19:50
13,2031-07-17,16:29:41,06:19:21
13,2031-07-18,19:06:40,18:56:41
13,2031-07-19,14:11:29,09:03:48
13,2031-07-20,09:37:42,19:16:18
13,2031-07-21,06:36:04,14:26:27
13,2031-07-22,14:02:21,00:29:09
13,2031-07-23,12:39:53,02:45:29
13,2031-07-24,19:06:32,07:26:47
13,2031-07-25,14:14:36,21:23:59
13,2031-07-26,13:21:08,13:00:51
13,2031-07-27,06:41:33,19:44:51
13,2031-07-28,10:40:55,03:55:48
13,2031-07-29,04:05:39,19:54:19
13,2031-07-30,19:17:28,23:26:20
13,2031-07-31,23:52:09,10:27:45
13,2031-08-01,19:54:28,03:14:58
13,2031-08-02,00:00:51,11:35:57
13,2031-08-03,20:47:41,16:40:08
13,2031-08-04,02:39:23,22:49:10
13,2031-08-05,19:06:40,18:53:01
13,2031-08-06,21:58:18,06:56:47
13,2031-08-07,08:04:27,09:33:51
13,2031-08-08,03:48:41,19:07:43
13,2031-08-09,08:52:41,14:31:02
13,2031-08-10,11:57:20,09:30:34
13,2031-08-11,03:29:52,04:20:50
13,2031-08-12,04:46:05,11:09:27
13,2031-08-13,08:28:14,11:13:03
13,2031-08-14,05:47:05,05:42:25
13,2031-08-15,10:18:43,00:01:44
13,2031-08-16,08:09:38,02:30:59
13,2031-08-17,23:47:40,10:38:59
13,2031-08-18,11:24:50,20:07:00
13,2031-08-19,03:32:23,15:53:01
13,2031-08-20,19:57:28,18:56:14
13,2031-08-21,12:39:34,06:42:52
13,2031-08-22,01:54:40,05:17:15
13,2031-08-23,23:16:12,23:36:21
13,2031-08-24,07:48:55,07:22:46
13,2031-08-25,04:38:08,02:41:15
13,2031-08-26,22:02:19,11:43:03
13,2031-08-27,01:11:47,11:27:15
13,2031-08-28,17:07:26,20:43:45
13,2031-08-29,12:47:53,09:49:24
13,2031-08-30,02:05:13,10:13:04
13,2031-08-31,15:13:01,08:21:00
13,2031-09-01,18:13:09,14:36:22
13,2031-09-02,01:39:29,08:13:36
13,2031-09-03,09:35:08,07:19:29
13,2031-09-04,14:56:47,23:48:33
13,2031-09-05,06:46:09,23:26:25
13,2031-09-06,03:04:00,14:49:35
13,2031-09-07,03:49:39,19:54:44
13,2031-09-08,10:27:14,23:12:50
13,2031-09-09,07:30:04,17:44:17
13,2031-09-10,03:58:01,14:06:57
13,2031-09-11,04:07:11,05:35:23
13,2031-09-12,09:48:16,02:10:44
13,2031-09-13,02:45:55,07:53:47
13,2031-09-14,18:39:24,22:07:20
13,2031-09-15,14:06:20,14:58:50
13,2031-09-16,15:18:53,00:44:51
13,2031-09-17,19:02:42,06:19:37
13,2031-09-18,01:08:07,07:12:43
13,2031-09-19,14:11:06,10:44:17
13,2031-09-20,12:07:39,23:17:54
13,2031-09-21,05:41:54,10:50:34
13,2031-09-22,03:18:20,09:46:57
13,2031-09-23,19:48:56,14:17:03
13,2031-09-24,08:29:20,10:50:41
13,2031-09-25,14:43:34,05:30:08
13,2031-09-26,21:16:05,01:53:11
13,2031-09-27,21:03:58,18:39:16
13,2031-09-28,12:07:49,14:02:50
13,2031-09-29,20:21:49,06:05:08
13,2031-09-30,22:23:11,18:27:01
13,2031-10-01,19:56:31,10:19:39
13,2031-10-02,00:07:01,08:32:36
13,2031-10-03,22:18:17,14:09:23
13,2031-10-04,08:19:25,15:52:12
13,2031-10-05,13:15:02,03:35:34
13,2031-10-06,01:26:27,15:54:39
13,2031-10-07,09:05:32,23:08:55
13,2031-10-08,11:54:28,02:56:29
13,2031-10-09,15:20:33,09:56:13
13,2031-10-10,11:13:24,03:07:31
13,2031-10-11,09:15:33,07:01:18
13,2031-10-12,12:16:52,18:31:38
13,2031-10-13,23:00:36,15:52:11
13,2031-10-14,20:30:33,10:04:43
14,2031-10-15,12:23:35,13:59:47
14,2031-10-16,14:33:34,21:28:11
14,2031-10-17,07:38:39,07:11:16
14,2031-10-18,09:16:05,02:01:39
14,2031-10-19,20:54:13,11:10:50
14,2031-10-20,15:25:20,01:26:25
14,2031-10-21,02:15:02,18:49:01
14,2031-10-22,17:36:27,16:20:35
14,2031-10-23,01:34:21,21:39:07
14,2031-10-24,13:33:32,12:22:26
14,2031-10-25,17:02:56,13:28:13
14,2031-10-26,17:30:07,03:45:18
14,2031-10-27,08:32:40,16:34:52
14,2031-10-28,03:57:34,00:28:09
14,2031-10-29,01:26:32,01:43:23
14,2031-10-30,17:52:57,11:36:23
14,2031-10-31,04:22:46,15:34:23
14,2031-11-01,21:32:14,07:19:12
14,2031-11-02,21:28:41,23:36:51
14,2031-11-03,14:56:37,20:00:33
14,2031-11-04,00:21:10,06:29:29
14,2031-11-05,19:30:06,03:39:05
14,2031-11-06,10:41:30,15:41:48
14,2031-11-07,15:52:37,15:47:37
14,2031-11-08,20:35:01,13:54:03
14,2031-11-09,05:00:01,13:37:10
14,2031-11-10,05:38:51,18:34:43
14,2031-11-11,08:31:06,10:15:54
14,2031-11-12,20:21:08,18:00:39
14,2031-11-13,08:11:48,16:14:18
14,2031-11-14,16:31:55,19:27:17
14,2031-11-15,15:45:01,14:45:39
14,2031-11-16,04:38:30,08:39:58
14,2031-11-17,20:14:53,18:52:41
14,2031-11-18,14:52:04,06:00:08
14,2031-11-19,17:49:18,07:44:23
14,2031-11-20,08:24:23,13:38:30
14,2031-11-21,21:33:12,10:35:35
14,2031-11-22,00:39:06,06:18:16
14,2031-11-23,20:58:42,08:23:27
14,2031-11-24,13:52:25,11:39:49
14,2031-11-25,09:44:04,03:49:42
14,2031-11-26,01:23:11,22:50:17
14,2031-11-27,04:16:35,22:44:52
14,2031-11-28,23:40:14,09:11:52
14,2031-11-29,17:19:06,14:51:04
14,2031-11-30,21:50:38,18:43:06
14,2031-12-01,21:17:14,19:38:33
14,2031-12-02,15:55:29,16:07:44
14,2031-12-03,07:45:46,16:45:37
14,2031-12-04,14:10:14,03:28:31
14,2031-12-05,18:47:12,13:10:00
14,2031-12-06,02:57:35,13:38:42
14,2031-12-07,10:11:08,20:54:15
14,2031-12-08,23:09:07,15:03:43
14,2031-12-09,06:39:02,14:18:09
14,2031-12-10,18:48:34,00:03:13
14,2031-12-11,10:34:43,02:59:36
14,2031-12-12,03:13:53,07:10:45
14,2031-12-13,01:31:34,23:58:19
14,2031-12-14,16:44:47,22:58:29
14,2031-12-15,01:29:03,09:04:08
14,2031-12-16,05:34:01,11:14:52
14,2031-12-17,22:55:54,02:49:30
14,2031-12-18,13:09:11,15:16:48
14,2031-12-19,20:14:24,00:06:28
14,2031-12-20,21:48:55,01:59:11
14,2031-12-21,21:53:48,02:55:43
14,2031-12-22,01:17:53,23:16:53
14,2031-12-23,17:17:15,23:03:06
14,2031-12-24,20:48:58,11:39:08
14,2031-12-25,21:44:07,10:28:31
14,2031-12-26,19:08:04,23:02:06
14,2031-12-27,04:11:24,19:04:27
14,2031-12-28,19:35:16,07:30:50
14,2031-12-29,23:16:45,08:20:55
14,2031-12-30,15:03:39,13:47:50
14,2031-12-31,15:30:10,03:53:33
14,2032-01-01,04:42:26,00:51:11
14,2032-01-02,18:15:22,18:41:54
14,2032-01-03,04:43:51,08:31:53
14,2032-01-04,19:58:11,14:32:32
14,2032-01-05,04:52:01,16:50:10
14,2032-01-06,13:45:26,05:50:57
14,2032-01-07,00:31:44,09:09:17
14,2032-01-08,20:48:28,03:56:16
14,2032-01-09,01:49:22,12:53:22
